code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	main_category	main_category_fr	image_url	image_small_url	energy_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	fiber_100g	sodium_100g	alcohol_100g	vitamin-a_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	carbon-footprint_100g
21760400012	http://world-fr.openfoodfacts.org/produit/21760400012		1360860878	2013-02-14T16:54:38Z	1360860878	2013-02-14T16:54:38Z																																																																																																																																			
22314010018	http://world-fr.openfoodfacts.org/produit/22314010018		1340358124	2012-06-22T09:42:04Z	1340358125	2012-06-22T09:42:05Z																																																																																																																																			
38000219740	http://world-fr.openfoodfacts.org/produit/38000219740		1344295108	2012-08-06T23:18:28Z	1344295108	2012-08-06T23:18:28Z																																																																																																																																			
43000201435	http://world-fr.openfoodfacts.org/produit/43000201435		1361858310	2013-02-26T05:58:30Z	1361858310	2013-02-26T05:58:30Z																																																																																																																																			
43190020506	http://world-fr.openfoodfacts.org/produit/43190020506		1349203011	2012-10-02T18:36:51Z	1349203011	2012-10-02T18:36:51Z																																																																																																																																			
46920011013	http://world-fr.openfoodfacts.org/produit/46920011013		1358162339	2013-01-14T11:18:59Z	1358162339	2013-01-14T11:18:59Z																																																																																																																																			
62020000840	http://world-fr.openfoodfacts.org/produit/62020000840		1360602842	2013-02-11T17:14:02Z	1360602842	2013-02-11T17:14:02Z																																																																																																																																			
62020000841	http://world-fr.openfoodfacts.org/produit/62020000841		1360602834	2013-02-11T17:13:54Z	1360602834	2013-02-11T17:13:54Z																																																																																																																																			
62020000845	http://world-fr.openfoodfacts.org/produit/62020000845		1360602847	2013-02-11T17:14:07Z	1360602847	2013-02-11T17:14:07Z																																																																																																																																			
70177086671	http://world-fr.openfoodfacts.org/produit/70177086671		1361833185	2013-02-25T22:59:45Z	1361833185	2013-02-25T22:59:45Z																																																																																																																																			
73780593083	http://world-fr.openfoodfacts.org/produit/73780593083		1360582440	2013-02-11T11:34:00Z	1360582440	2013-02-11T11:34:00Z																																																																																																																																			
76840101320	http://world-fr.openfoodfacts.org/produit/76840101320		1354049324	2012-11-27T20:48:44Z	1354049324	2012-11-27T20:48:44Z																																																																																																																																			
79946019551	http://world-fr.openfoodfacts.org/produit/79946019551		1363974992	2013-03-22T17:56:32Z	1363974992	2013-03-22T17:56:32Z																																																																																																																																			
209982033062	http://world-fr.openfoodfacts.org/produit/209982033062		1355069605	2012-12-09T16:13:25Z	1355069605	2012-12-09T16:13:25Z																																																																																																																																			
217327050971	http://world-fr.openfoodfacts.org/produit/217327050971		1355662415	2012-12-16T12:53:35Z	1355662415	2012-12-16T12:53:35Z																																																																																																																																			
696859800337	http://world-fr.openfoodfacts.org/produit/696859800337/cod-liver-oil-softgel-	foreveryang	1369090057	2013-05-20T22:47:37Z	1369090411	2013-05-20T22:53:31Z	Cod liver oil (softgel)	Cod liver oil	500mg	bottle	bottle			pure Cod liver oil	pure-cod-liver-oil	Pure-cod-liver-oil	Australia	australia			GMP	gmp	Gmp						Perth					100% Cod liver oil			500mg		0			0			0			Pure-cod-liver-oil	Pure-cod-liver-oil	http://fr.openfoodfacts.org/images/products/696/859/800/337/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/696/859/800/337/front.3.200.jpg	21																																																																																					
2.56764742462468e+19	http://world-fr.openfoodfacts.org/produit/2.56764742462468e+19		1361660830	2013-02-23T23:07:10Z	1361660830	2013-02-23T23:07:10Z																																																																																																																																			
